group,exam,time,finished,makespan,expand_number,generated_number,depth,PetriType,SetType,Heuristic,dominance_pruned,dominance_pop_pruned,ub_pruned
26,4,0.09004,True,62,3401,13286,33,TT,j30,LBIP0_DP,903,1547,204,0
26,5,300,False,0,923483,2048120,0,TT,j30,LBIP0_DP,358706,703401,13821,0
26,6,0.0976474,True,53,3602,12608,33,TT,j30,LBIP0_DP,1165,1480,247,340
26,7,0.00189539,True,56,67,259,33,TT,j30,LBIP0_DP,24,49,0,0
26,8,0.0117971,True,66,404,1587,33,TT,j30,LBIP0_DP,165,408,0,0
26,9,0.690701,True,43,17731,74511,33,TT,j30,LBIP0_DP,7326,7714,293,198
26,10,1.99018,True,49,44745,188285,33,TT,j30,LBIP0_DP,22905,27621,2532,1431
27,1,0.0122915,True,43,475,1800,33,TT,j30,LBIP0_DP,119,459,2,0
27,2,0.00550009,True,58,366,724,33,TT,j30,LBIP0_DP,46,1028,0,0
27,3,0.00242921,True,60,177,308,33,TT,j30,LBIP0_DP,70,247,0,0
27,4,0.00443464,True,64,300,635,33,TT,j30,LBIP0_DP,82,333,4,0
27,5,0.00645213,True,49,247,894,33,TT,j30,LBIP0_DP,141,209,0,0
27,6,0.00276758,True,59,125,387,33,TT,j30,LBIP0_DP,43,70,0,0
27,7,0.0849556,True,49,3580,12087,33,TT,j30,LBIP0_DP,1150,3457,68,43
27,8,0.00188046,True,66,85,252,33,TT,j30,LBIP0_DP,23,96,0,0
27,9,0.00325535,True,55,206,447,33,TT,j30,LBIP0_DP,44,282,0,0
27,10,0.00287275,True,62,230,356,33,TT,j30,LBIP0_DP,50,481,0,0
28,1,0.00365073,True,69,312,449,33,TT,j30,LBIP0_DP,91,831,0,0
28,2,0.00408181,True,57,287,540,33,TT,j30,LBIP0_DP,95,488,0,0
28,3,0.00762918,True,40,467,1167,33,TT,j30,LBIP0_DP,317,502,0,0
28,4,0.00200029,True,49,142,257,33,TT,j30,LBIP0_DP,51,224,0,0
28,5,0.00235605,True,73,170,280,33,TT,j30,LBIP0_DP,23,460,0,0
28,6,0.00813391,True,55,500,1104,33,TT,j30,LBIP0_DP,265,1078,4,0
28,7,0.00183969,True,48,98,242,33,TT,j30,LBIP0_DP,14,102,0,0
28,8,0.00495282,True,53,225,634,33,TT,j30,LBIP0_DP,92,517,0,0
28,9,0.00513648,True,62,273,708,33,TT,j30,LBIP0_DP,96,426,0,0
28,10,0.0106477,True,59,808,1359,33,TT,j30,LBIP0_DP,194,2017,0,0
29,1,300,False,0,798387,3891540,0,TT,j30,LBIP0_DP,165567,228058,35061,827
29,2,300.001,False,0,554543,2793797,0,TT,j30,LBIP0_DP,99093,171859,51098,1436
29,3,300.001,False,0,625977,3120792,0,TT,j30,LBIP0_DP,171547,149449,38138,381
29,4,300.001,False,0,461250,2061540,0,TT,j30,LBIP0_DP,69148,66444,38563,439
29,5,300,False,0,758793,3467007,0,TT,j30,LBIP0_DP,209648,216327,117552,3383
29,6,300.002,False,0,512186,2490786,0,TT,j30,LBIP0_DP,90658,112069,25919,334
29,7,300,False,0,478628,2150181,0,TT,j30,LBIP0_DP,99146,131716,42813,1673
29,8,300.001,False,0,607366,3579694,0,TT,j30,LBIP0_DP,174318,112462,19464,616
29,9,300,False,0,732801,3387184,0,TT,j30,LBIP0_DP,200429,269476,98766,8802
29,10,300.002,False,0,487020,1503041,0,TT,j30,LBIP0_DP,95118,142668,59427,22577
30,1,300,False,0,441509,1805649,0,TT,j30,LBIP0_DP,139316,143798,28072,2377
30,2,226.483,True,68,548141,1810865,33,TT,j30,LBIP0_DP,108093,261237,19279,15548
30,3,152.899,True,55,525699,1567244,33,TT,j30,LBIP0_DP,147925,173656,14151,18688
30,4,6.77669,True,53,86905,292152,33,TT,j30,LBIP0_DP,23421,30723,5737,581
30,5,0.592479,True,54,16351,60479,33,TT,j30,LBIP0_DP,3656,8473,607,16
30,6,300.001,False,0,446343,1440565,0,TT,j30,LBIP0_DP,134495,238957,23860,2852
30,7,0.514363,True,68,16600,54582,33,TT,j30,LBIP0_DP,5178,7572,1063,22
30,8,1.12006,True,46,29144,122946,33,TT,j30,LBIP0_DP,6661,12911,8627,1238
30,9,16.4949,True,46,119297,523637,33,TT,j30,LBIP0_DP,34164,49465,3223,945
