Group,Exam,CP,HRES,LBCS,LBCC,LBIP0,LBRC,t_cp_us,t_hres_us,t_lbcs_us,t_lbcc_us,t_lbip0_us,t_lbrc_us
13,3,45,60.1875,45,61,46,61,0,3,3,10,33,1
13,4,50,54.3125,50,55,52,55,0,3,2,10,30,1
13,5,43,54.1667,43,55,43,55,0,3,2,9,35,1
13,6,44,53.4118,44,54,44,54,0,3,2,9,34,1
13,7,50,61.5,55,62,50,62,0,3,3,10,30,1
13,8,48,80.0714,48,81,57,81,0,3,2,10,27,1
13,9,51,54.9333,51,55,55,55,0,3,3,10,32,1
13,10,52,48.1765,52,52,52,49,0,3,2,10,32,1
14,1,43,36.6364,43,43,43,37,0,3,3,10,32,1
14,2,44,45.3478,44,46,44,46,0,3,2,10,35,1
14,3,58,46.913,58,58,58,47,0,3,3,10,35,1
14,4,45,36.3913,45,45,45,37,0,3,3,10,35,1
14,5,50,31.9286,50,50,50,32,0,3,3,9,33,1
14,6,34,26.8182,34,34,34,27,0,3,2,10,32,1
14,7,47,41.2083,47,47,47,42,0,3,3,10,29,1
14,8,54,39.3704,54,54,54,40,0,2,2,10,30,1
14,9,44,37.1923,44,44,44,38,0,3,2,9,30,1
14,10,58,39.9231,58,58,58,40,0,3,2,9,28,1
15,1,46,33.1333,46,46,46,34,0,3,2,9,30,1
15,2,47,28.5333,47,47,47,29,0,3,2,9,30,1
15,3,48,32.0769,48,48,48,33,0,3,3,9,29,1
15,4,48,22.8049,48,48,48,23,0,3,2,9,33,1
15,5,56,47.44,56,56,56,48,0,4,4,12,32,1
15,6,67,42.08,67,67,67,43,0,3,3,10,34,1
15,7,47,31.48,47,47,47,32,0,3,3,10,32,1
15,8,46,36.4348,46,46,46,37,0,3,3,9,32,1
15,9,54,32.88,54,54,54,33,0,3,3,9,33,1
15,10,65,37.913,65,65,65,38,0,3,3,10,29,1
16,1,51,30.4375,51,51,51,31,0,3,3,10,33,1
16,2,48,31.931,48,48,48,32,0,3,3,10,34,1
16,3,36,19.5745,36,36,36,20,0,3,3,9,33,1
16,4,47,18.4865,47,47,47,19,0,3,2,9,33,1
16,5,51,21.8293,51,51,51,22,0,3,2,11,34,1
16,6,51,21.6757,51,51,51,22,0,3,3,10,34,1
16,7,34,20.8485,34,34,34,21,0,3,2,9,30,1
16,8,44,18.2708,44,44,44,19,0,3,2,8,31,1
16,9,44,23.1081,44,44,44,24,0,3,2,9,31,1
16,10,51,24.0811,51,51,51,25,0,3,2,8,31,1
17,1,45,45.75,45,46,49,46,0,1,2,9,21,1
17,2,59,24.4,59,59,67,25,0,1,3,8,17,1
17,3,60,24.4,60,60,60,25,0,1,3,8,17,1
17,4,42,31.5,42,42,47,32,0,1,3,7,16,1
17,5,35,28.5455,35,36,40,29,0,1,3,8,18,1
17,6,63,29.9091,63,63,63,30,0,1,3,8,18,1
17,7,50,26.1111,50,50,54,27,0,1,2,8,20,1
17,8,53,26.7692,53,53,58,27,0,1,2,9,18,1
17,9,44,19.8182,44,44,46,20,0,1,3,9,19,1
17,10,66,31.7778,66,66,66,32,0,1,3,9,18,1
18,1,47,26.6667,47,47,53,27,0,1,2,8,19,1
18,2,52,22.3636,52,52,55,23,0,1,3,8,17,1
18,3,53,20.0909,53,53,55,21,0,1,3,7,15,1
18,4,67,29.6923,67,67,70,30,0,1,3,9,18,1
18,5,50,23.3333,50,50,50,24,0,1,2,7,17,1
18,6,53,29.8,53,53,59,30,0,1,2,8,19,1
18,7,46,17.4,46,46,48,18,0,1,3,9,17,1
18,8,49,23.625,49,49,52,24,0,1,2,8,18,1
18,9,44,27.5385,44,44,47,28,0,1,2,8,17,1
18,10,41,22.9,41,41,45,23,0,1,3,8,20,1
19,1,39,17.9,39,39,40,18,0,1,3,8,19,1
19,2,58,22.3636,58,58,58,23,0,1,2,7,18,1
19,3,83,37.4167,83,83,83,38,0,1,3,7,16,1
19,4,39,16.6429,39,39,39,17,0,1,2,8,20,1
19,5,47,17.8235,47,47,48,18,0,1,3,8,19,1
19,6,44,17.1667,44,44,49,18,0,1,2,8,18,1
19,7,54,19.7857,54,54,55,20,0,1,3,8,19,1
19,8,55,18.8824,55,55,55,19,0,1,2,9,19,1
19,9,38,18.3125,38,38,38,19,0,1,2,8,18,1
19,10,44,19.3636,44,44,47,20,0,1,2,7,18,1
20,1,57,18.7,57,57,57,19,0,1,2,7,17,1
20,2,70,23.2222,70,70,70,24,0,1,3,7,17,1
20,3,49,17.3929,49,49,49,18,0,1,2,7,17,1
20,4,43,17.0714,43,43,43,18,0,1,2,7,18,1
20,5,61,20.3846,61,61,61,21,0,1,2,7,16,1
20,6,51,21,51,51,51,21,0,1,2,7,17,1
20,7,42,13.5625,42,42,42,14,0,1,2,8,20,1
20,8,51,18.6667,51,51,51,19,0,1,3,9,19,1
20,9,41,20.3846,41,41,41,21,0,1,2,8,19,1
20,10,37,16.1333,37,37,37,17,0,1,2,8,18,1
21,1,60,52.0833,60,61,65,53,0,2,3,9,19,1
21,2,42,44.9231,42,46,47,45,0,2,2,9,23,1
21,3,60,42.4667,60,60,60,43,0,2,3,9,22,1
21,4,52,47.5,52,52,55,48,0,3,3,9,22,1
21,5,43,38.9286,43,43,47,39,0,2,2,8,23,1
21,6,53,45.6429,53,55,58,46,0,2,3,9,26,2
21,7,53,40.0769,53,53,53,41,0,2,2,8,22,1
21,8,48,43.1538,48,48,51,44,0,2,2,10,24,1
21,9,43,50.1429,45,51,49,51,0,2,2,9,24,1
21,10,54,46.9167,54,54,56,47,0,3,3,11,29,2
22,1,40,24.9474,40,40,40,25,0,3,2,10,29,2
22,2,42,24.1053,42,42,45,25,0,2,2,10,27,2
22,3,61,31.2667,61,61,63,32,0,2,3,10,29,2
22,4,40,25.1875,40,40,40,26,0,2,1,9,26,1
22,5,46,28.1538,46,46,50,29,0,2,2,8,27,1
22,6,45,33.7778,45,45,46,34,0,2,2,9,26,1
22,7,55,32.2778,55,55,55,33,0,2,3,8,24,1
22,8,50,35.75,50,50,50,36,0,2,3,9,28,2
22,9,72,31.8824,72,72,76,32,0,2,3,9,33,2
22,10,52,29.9524,52,52,52,30,0,2,2,9,27,1
23,1,63,26.0476,63,63,63,27,0,2,2,9,25,1
23,2,53,22.85,53,53,53,23,0,2,2,9,25,1
23,3,46,22.9412,46,46,46,23,0,2,2,9,25,1
23,4,63,39.375,63,63,63,40,0,2,3,10,25,1
23,5,48,27.7333,48,48,52,28,0,2,2,8,25,1
23,6,47,23.5,47,47,48,24,0,2,3,10,27,1
23,7,58,31.6875,58,58,60,32,0,2,2,10,23,1
23,8,48,31.9375,48,48,48,32,0,2,2,9,26,1
23,9,58,31.4,58,58,63,32,0,2,2,9,25,1
23,10,61,24.6818,61,61,61,25,0,2,3,10,27,2
24,1,53,18.375,53,53,53,19,0,2,3,9,28,2
24,2,58,27.0417,58,58,58,28,0,2,3,52,90,3
24,3,69,33.5909,69,69,69,34,0,2,3,10,28,2
24,4,53,20.8,53,53,53,21,0,2,3,9,29,2
24,5,51,25.75,51,51,51,26,0,2,2,10,29,2
24,6,56,24.5,56,56,56,25,0,2,2,10,29,2
24,7,44,28,44,44,44,28,0,2,3,10,27,2
24,8,38,16.2353,38,38,38,17,0,2,2,10,31,2
24,9,43,20.6,43,43,43,21,0,3,3,10,29,1
24,10,53,26.1875,53,53,53,27,0,3,3,11,33,2
25,1,63,72.2308,70,73,66,73,0,2,2,10,27,2
25,2,43,58,43,58,49,58,0,3,3,12,27,2
25,3,44,62,44,64,50,62,0,3,2,10,33,2
25,4,48,52.6923,48,53,55,53,0,3,3,10,29,2
25,5,45,53.8125,45,54,49,54,0,3,3,10,30,1
25,6,41,45.1176,41,46,43,46,0,3,2,10,29,1
25,7,59,66.9231,64,67,68,67,0,3,1,10,26,1
25,8,38,52.9286,38,53,42,53,0,3,2,10,30,1
25,9,50,52.7143,50,61,57,53,0,3,2,11,28,2
25,10,47,40.6667,47,47,47,41,0,3,2,9,23,1
26,1,59,39,59,59,59,39,0,2,3,9,25,1
26,2,40,25.4483,40,40,40,26,0,2,2,9,28,1
26,3,58,36.1765,58,58,58,37,0,3,2,9,27,1
26,4,62,41.1429,62,62,62,42,0,3,3,10,31,2
26,5,64,47.4118,64,64,71,48,0,3,3,12,32,2
26,6,49,35.2917,49,49,49,36,0,3,3,11,31,2
26,7,56,36.5769,56,56,56,37,0,3,3,11,31,2
26,8,63,36.2353,63,63,66,37,0,3,3,11,32,2
26,9,41,36.05,41,41,41,37,0,3,2,11,32,2
26,10,47,35.6667,47,47,47,36,0,2,2,9,28,1
27,1,43,30.9444,43,43,43,31,0,3,3,11,32,2
27,2,58,32.9,58,58,58,33,0,3,3,11,32,2
27,3,60,29.7576,60,60,60,30,0,3,3,10,31,2
27,4,64,34.1429,64,64,64,35,0,3,3,10,27,2
27,5,49,28.625,49,49,49,29,0,2,2,9,28,1
27,6,59,34.9167,59,59,59,35,0,3,3,12,30,2
27,7,46,36.3913,46,46,46,37,0,2,2,10,28,1
27,8,66,36.25,66,66,66,37,0,3,3,10,27,1
27,9,55,33.7619,55,55,55,34,0,2,3,10,27,1
27,10,62,23.5,62,62,62,24,0,2,2,10,27,2
28,1,69,36.381,69,69,69,37,0,2,2,9,27,1
28,2,57,24.8696,57,57,57,25,0,2,2,9,27,1
28,3,40,23.24,40,40,40,24,0,2,2,9,28,1
28,4,49,23.1875,49,49,49,24,0,3,3,10,31,2
28,5,73,31.2593,73,73,73,32,0,3,3,11,29,1
28,6,55,32.9091,55,55,55,33,0,3,3,10,30,1
28,7,48,21.2927,48,48,48,22,0,3,2,10,32,1
28,8,53,24.1071,53,53,53,25,0,3,2,11,32,1
28,9,62,37.3,62,62,62,38,0,3,3,10,28,1
28,10,59,26.8462,59,59,59,27,0,2,2,9,27,1
29,1,62,67.3333,63,68,66,68,0,3,2,9,25,1
29,2,55,67.3333,56,68,60,68,0,2,2,9,25,1
29,3,45,60.1429,45,61,51,61,0,3,2,9,24,1
29,4,54,76.4615,54,77,60,77,0,3,3,10,25,1
29,5,53,76.1765,53,77,60,77,0,3,2,8,24,1
29,6,43,67.8125,43,68,52,68,0,3,2,10,27,1
29,7,41,54.1333,41,55,46,55,0,3,2,9,25,1
29,8,50,64.3529,50,65,53,65,0,3,2,9,27,1
29,9,52,79.6,62,80,56,80,0,3,2,9,24,1
29,10,51,54.1875,53,55,58,55,0,3,2,10,24,1
30,1,40,39.5714,40,42,40,40,0,3,3,9,28,1
30,2,65,53.85,65,65,65,54,0,3,3,9,29,1
30,3,53,44.05,53,53,53,45,0,3,3,8,26,1
30,4,50,39.4583,50,50,50,40,0,3,3,9,28,1
30,5,52,45.04,52,52,52,46,0,3,3,10,29,1
30,6,54,48.3333,54,54,54,49,0,3,2,10,29,1
30,7,63,52.8636,63,63,63,53,0,3,2,9,25,1
30,8,40,34.0435,40,40,40,35,0,3,2,9,30,1
30,9,44,38,44,44,44,38,0,3,2,8,29,1
30,10,43,39.6667,43,44,43,40,0,3,2,9,29,1
31,1,43,27.7917,43,43,43,28,0,3,2,10,33,1
31,2,63,29.5128,63,63,63,30,0,3,3,10,32,1
31,3,58,33.5517,58,58,58,34,0,2,2,9,27,1
31,4,50,30.72,50,50,50,31,0,3,2,9,28,1
31,5,48,37.4783,48,48,48,38,0,2,2,9,26,1
31,6,53,29.8065,53,53,53,30,0,3,3,9,33,1
31,7,61,45.84,61,61,61,46,0,3,3,10,30,1
31,8,58,33.48,58,58,58,34,0,3,3,10,30,1
31,9,46,36.5263,46,46,46,37,0,3,3,9,30,1
31,10,49,43.25,49,49,49,44,0,3,2,9,26,1
32,1,61,33.0625,61,61,61,34,0,3,3,9,27,1
32,2,60,34.64,60,60,60,35,0,3,2,9,27,1
32,3,57,35.8,57,57,57,36,0,3,2,8,27,1
32,4,68,38.5806,68,68,68,39,0,3,2,8,27,1
32,5,54,33,54,54,54,33,0,3,3,9,31,1
32,6,44,25.1,44,44,44,26,0,3,3,9,29,1
32,7,35,19.4865,35,35,35,20,0,3,2,9,30,1
32,8,54,28.3871,54,54,54,29,0,3,3,9,31,1
32,9,65,34.8182,65,65,65,35,0,3,3,10,27,1
32,10,51,27.0571,51,51,51,28,0,3,2,9,30,1
33,1,62,39.3,62,62,64,40,0,1,3,9,18,1
33,2,53,29.6,53,53,55,30,0,1,2,8,16,1
33,3,42,25.4444,42,42,49,26,0,1,2,7,15,1
33,4,76,46.9,76,76,76,47,0,1,2,7,15,1
33,5,43,31.3846,43,43,49,32,0,1,2,9,18,1
33,6,52,25.7857,52,52,58,26,0,1,2,7,15,1
33,7,58,30.4,58,58,58,31,0,1,2,7,15,1
33,8,47,35.5,47,47,51,36,0,1,3,8,18,1
33,9,55,32.6154,55,55,59,33,0,1,3,9,17,1
33,10,48,20.6154,48,48,53,21,0,1,2,8,17,1
34,1,63,24.2143,63,63,65,25,0,1,2,7,17,1
34,2,42,24,42,42,44,24,0,1,2,8,14,1
34,3,64,31,64,64,69,31,0,1,3,8,16,1
34,4,67,32.9167,67,67,67,33,0,1,3,7,15,1
34,5,59,31,59,59,62,31,0,1,3,8,17,1
34,6,51,21.9167,51,51,51,22,0,1,2,7,15,1
34,7,54,29,54,55,58,29,0,1,3,8,17,1
34,8,50,18.2778,50,50,56,19,0,1,2,8,17,1
34,9,60,22.9333,60,60,60,23,0,1,2,6,15,1
34,10,47,16.7333,47,47,47,17,0,1,2,8,17,1
35,1,57,19.4167,57,57,57,20,0,1,2,7,15,1
35,2,53,19.0667,53,53,53,20,0,1,2,8,18,1
35,3,60,22.1429,60,60,60,23,0,1,2,8,15,1
35,4,48,18.6429,48,48,49,19,0,1,2,7,16,1
35,5,60,18.5,60,60,60,19,0,1,2,8,16,1
35,6,56,22.8571,56,56,58,23,0,1,3,8,16,1
35,7,59,18.3077,59,59,61,19,0,1,3,8,15,1
35,8,63,26.7143,63,63,63,27,0,1,3,9,17,1
35,9,58,19.5,58,58,58,20,0,1,3,8,16,1
35,10,55,20.875,55,55,59,21,0,1,3,8,16,1
36,1,66,17.1481,66,66,66,18,0,1,3,8,17,1
36,2,44,17.7333,44,44,44,18,0,1,2,7,15,1
36,3,61,23.2222,61,61,61,24,0,1,3,8,16,1
36,4,59,23.8,59,59,59,24,0,1,3,8,15,1
36,5,64,19.1,64,64,64,20,0,1,3,8,18,1
36,6,46,18.1818,46,46,46,19,0,1,3,9,19,1
36,7,56,18.4375,56,56,56,19,0,1,3,9,18,1
36,8,63,17.875,63,63,63,18,0,1,3,8,16,1
36,9,59,21.0455,59,59,59,22,0,1,2,7,16,1
36,10,59,22.25,59,59,59,23,0,1,2,7,14,1
37,1,46,48.5385,54,54,49,49,0,2,2,9,25,2
37,2,49,39,50,49,55,39,0,2,3,10,26,2
37,3,52,57.6923,54,58,55,58,0,2,2,9,21,1
37,4,62,60,62,62,62,60,0,2,3,9,21,1
37,5,59,53.1667,59,59,63,54,0,2,3,10,22,1
37,6,50,43.1,50,52,55,44,0,2,3,10,19,2
37,7,54,47.4615,54,56,58,48,0,2,2,9,21,1
37,8,57,48.8333,57,57,57,49,0,2,3,9,23,2
37,9,46,32.75,46,46,48,33,0,2,3,9,21,2
37,10,60,39.9167,60,61,66,40,0,2,3,10,22,2
38,1,46,26.2143,46,46,46,27,0,2,2,10,26,2
38,2,50,28.1176,50,50,53,29,0,2,3,10,25,2
38,3,53,32,53,53,53,32,0,2,3,10,26,2
38,4,56,31.7368,56,56,59,32,0,2,3,10,23,2
38,5,62,39.5833,62,62,67,40,0,2,3,10,24,1
38,6,63,36.0625,63,63,63,37,0,2,3,10,23,2
38,7,63,33.1667,63,63,63,34,0,2,3,11,26,2
38,8,53,31.4444,53,53,57,32,0,2,2,11,24,2
38,9,56,36.6667,56,56,57,37,0,2,2,10,25,2
38,10,57,30.5263,57,57,59,31,0,2,3,10,23,2
39,1,55,28.65,55,55,55,29,0,2,2,10,25,2
39,2,54,27.6667,54,54,54,28,0,2,3,10,25,2
39,3,53,27.6875,53,53,53,28,0,2,2,10,23,2
39,4,53,32.8571,53,53,53,33,0,2,3,10,26,2
39,5,55,25.0417,55,55,55,26,0,2,2,9,24,2
39,6,60,32.5,60,60,69,33,0,2,3,9,23,2
39,7,49,24.75,49,50,56,25,0,2,3,10,25,2
39,8,67,29.12,67,67,67,30,0,2,3,9,25,1
39,9,58,26.5882,58,58,60,27,0,2,3,9,22,2
39,10,58,31.5,58,58,59,32,0,2,3,9,23,2
40,1,51,30.3333,51,51,51,31,0,2,3,10,26,2
40,2,56,27.7,56,56,56,28,0,2,2,9,23,1
40,3,57,21.3529,57,57,57,22,0,2,2,8,23,1
40,4,57,27.5185,57,57,57,28,0,2,2,9,22,1
40,5,65,27.2778,65,65,65,28,0,2,3,11,24,1
40,6,60,23.8,60,60,60,24,0,2,3,10,21,1
40,7,46,24.0938,46,46,46,25,0,2,2,10,26,2
40,8,57,32.5556,57,57,57,33,0,2,3,9,26,2
40,9,64,32.5625,64,64,64,33,0,2,3,10,25,2
40,10,51,23.2174,51,51,51,24,0,2,3,10,24,2
41,1,50,57.5333,50,58,56,58,0,3,3,10,22,2
41,2,49,59,49,59,56,59,0,2,3,10,23,2
41,3,59,61.9286,65,66,61,62,0,3,2,10,23,2
41,4,47,48.9167,47,52,53,49,0,2,2,9,26,2
41,5,63,65.8571,63,70,72,66,0,3,2,9,20,1
41,6,65,63.4615,71,68,69,64,0,3,1,9,21,1
41,7,56,63.7143,56,64,62,64,0,3,3,10,23,2
41,8,55,62.9333,55,63,59,63,0,3,2,9,24,1
41,9,69,57.6923,74,69,72,58,0,3,2,10,21,2
41,10,59,66.2143,64,69,65,67,0,2,1,9,21,1
42,1,58,34.55,58,58,58,35,0,3,2,9,24,1
42,2,47,36.8889,47,47,47,37,0,3,3,10,27,2
42,3,54,41.0556,54,54,54,42,0,3,2,9,25,2
42,4,42,36.2222,42,42,42,37,0,3,2,10,27,1
42,5,52,38.6522,52,52,52,39,0,3,2,9,27,1
42,6,58,41.4706,58,58,62,42,0,3,3,10,24,2
42,7,65,48,65,65,65,48,0,3,3,9,24,2
42,8,67,46.4706,67,67,72,47,0,3,3,10,24,2
42,9,59,42.2778,59,59,59,43,0,3,2,9,24,1
42,10,75,44.0476,75,75,75,45,0,3,3,9,24,1
43,1,53,38.6111,53,53,53,39,0,3,3,10,26,1
43,2,43,24.6,43,43,43,25,0,3,3,9,27,2
43,3,55,39.381,55,55,55,40,0,3,3,10,27,2
43,4,67,36.9375,67,67,67,37,0,3,3,10,26,2
43,5,62,43.3889,62,62,62,44,0,3,3,10,26,1
43,6,56,31.6316,56,56,56,32,0,3,3,10,23,1
43,7,52,29.7727,52,52,52,30,0,3,2,10,27,1
43,8,62,42.2,62,62,62,43,0,3,3,10,23,2
43,9,56,34.3,56,56,56,35,0,3,3,10,27,1
43,10,59,34.3636,59,59,59,35,0,3,3,10,25,1
44,1,50,26.5556,50,50,50,27,0,3,3,11,28,2
44,2,54,33.16,54,54,54,34,0,3,2,10,26,1
44,3,51,23.4324,51,51,51,24,0,3,2,10,27,1
44,4,57,34.1304,57,57,57,35,0,4,3,12,24,2
44,5,55,31.6061,55,55,55,32,0,2,2,10,26,1
44,6,56,25.1538,56,56,56,26,0,2,3,9,22,1
44,7,42,27,42,42,42,27,0,3,2,10,27,2
44,8,49,26.6667,49,49,49,27,0,3,3,11,27,2
44,9,64,30.3636,64,64,64,31,0,3,3,10,23,2
44,10,63,28.7742,63,63,63,29,0,3,2,10,26,2
45,1,53,60.4286,53,61,55,61,0,3,3,9,19,1
45,2,63,83.2,71,84,63,84,0,3,1,9,17,1
45,3,57,65.8462,65,66,62,66,0,3,2,10,18,1
45,4,59,62.2667,59,63,62,63,0,3,3,10,23,1
45,5,58,61.1176,67,65,62,62,0,2,1,9,19,1
45,6,70,88.8462,70,89,75,89,0,3,2,10,19,1
45,7,72,68.7692,72,77,77,69,0,3,3,9,20,1
45,8,65,60.7692,68,65,65,61,0,3,1,11,22,1
45,9,50,60.9231,50,61,54,61,0,3,2,10,24,1
45,10,58,63.1333,58,64,63,64,0,3,3,10,20,1
46,1,58,40.8,58,58,58,41,0,3,3,9,26,1
46,2,64,52.7826,64,64,64,53,0,3,3,9,22,1
